Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDV52,20.7,Regular,0.121767168,Frozen Foods,118.9466,OUT045,2002,NA,Tier 2,Supermarket Type1,353.5398
FDP16,18.6,Low Fat,0.039517121,Frozen Foods,243.6802,OUT017,2007,NA,Tier 2,Supermarket Type1,5896.3248
FDH41,9,Low Fat,0.081943273,Frozen Foods,214.5534,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544
FDD05,19.35,Low Fat,0.016645164,Frozen Foods,120.9098,OUT045,2002,NA,Tier 2,Supermarket Type1,1687.1372
FDF04,17.5,Low Fat,0.013664703,Frozen Foods,257.7304,OUT045,2002,NA,Tier 2,Supermarket Type1,5683.2688
FDD05,NA,Low Fat,0.016531033,Frozen Foods,122.4098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3012.745
FDG41,8.84,Regular,0.076873991,Frozen Foods,109.9228,OUT018,2009,Medium,Tier 3,Supermarket Type2,1547.3192
FDU16,19.25,Regular,0.058226609,Frozen Foods,85.2908,OUT013,1987,High,Tier 3,Supermarket Type1,671.1264
FDJ41,6.85,Low Fat,0.022878953,Frozen Foods,262.3594,OUT035,2004,Small,Tier 2,Supermarket Type1,3924.891
FDJ52,7.145,Low Fat,0.01785932,Frozen Foods,160.6578,OUT018,2009,Medium,Tier 3,Supermarket Type2,2246.4092
FDZ28,20,Regular,0.086187886,Frozen Foods,125.4678,OUT010,1998,NA,Tier 3,Grocery Store,127.1678
FDK28,5.695,Low Fat,0.109784056,Frozen Foods,256.0646,OUT010,1998,NA,Tier 3,Grocery Store,1288.323
FDK04,7.36,Low Fat,0.087559621,Frozen Foods,55.2588,OUT010,1998,NA,Tier 3,Grocery Store,229.0352
FDC29,8.39,Regular,0.024201084,Frozen Foods,112.6176,OUT035,2004,Small,Tier 2,Supermarket Type1,2175.8344
FDU52,NA,Low Fat,0.063462048,Frozen Foods,157.563,OUT027,1985,Medium,Tier 3,Supermarket Type3,1721.093
FDD53,16.2,Low Fat,0.074019393,Frozen Foods,41.7454,OUT010,1998,NA,Tier 3,Grocery Store,83.8908
FDD29,12.15,Low Fat,0.018407033,Frozen Foods,254.7698,OUT035,2004,Small,Tier 2,Supermarket Type1,5834.4054
FDF29,NA,Regular,0.019837655,Frozen Foods,128.131,OUT027,1985,Medium,Tier 3,Supermarket Type3,1687.803
FDN16,12.6,Regular,0.062827447,Frozen Foods,105.099,OUT045,2002,NA,Tier 2,Supermarket Type1,1444.786
FDJ04,18,Low Fat,0.124959013,Frozen Foods,116.5124,OUT018,2009,Medium,Tier 3,Supermarket Type2,355.5372
FDM04,9.195,Regular,0.0471117,Frozen Foods,52.0666,OUT035,2004,Small,Tier 2,Supermarket Type1,615.1992
FDQ52,17,Low Fat,0.119570595,Frozen Foods,249.7434,OUT049,1999,Medium,Tier 1,Supermarket Type1,4221.8378
FDY04,17.7,Regular,0.042649476,Frozen Foods,162.721,OUT018,2009,Medium,Tier 3,Supermarket Type2,978.726
FDH28,15.85,Regular,0.110202066,Frozen Foods,39.7506,OUT049,1999,Medium,Tier 1,Supermarket Type1,721.0614
FDG05,11,Regular,0.088025298,Frozen Foods,158.063,OUT045,2002,NA,Tier 2,Supermarket Type1,2659.871
FDF17,5.19,Low Fat,0.042707323,Frozen Foods,197.811,OUT045,2002,NA,Tier 2,Supermarket Type1,2946.165
FDI05,8.35,Regular,0.127587344,Frozen Foods,76.5354,OUT017,2007,NA,Tier 2,Supermarket Type1,1805.6496
FDD16,20.5,Low Fat,0.036353098,Frozen Foods,75.8696,OUT046,1997,Small,Tier 1,Supermarket Type1,2386.2272
FDY04,NA,Regular,0.042270751,Frozen Foods,162.521,OUT027,1985,Medium,Tier 3,Supermarket Type3,4567.388
FDC29,NA,Regular,0.024088444,Frozen Foods,112.7176,OUT027,1985,Medium,Tier 3,Supermarket Type3,1832.2816
FDI52,18.7,Low Fat,0.104591027,Frozen Foods,121.4072,OUT013,1987,High,Tier 3,Supermarket Type1,2450.144
FDA16,6.695,Low Fat,0.03408026,Frozen Foods,220.8456,OUT018,2009,Medium,Tier 3,Supermarket Type2,5084.0488
FDB29,16.7,Regular,0.052493162,Frozen Foods,113.9176,OUT049,1999,Medium,Tier 1,Supermarket Type1,2519.3872
FDS04,10.195,Regular,0.146540889,Frozen Foods,141.7838,OUT013,1987,High,Tier 3,Supermarket Type1,1685.8056
FDH40,11.6,Regular,0.132111921,Frozen Foods,82.2276,OUT010,1998,NA,Tier 3,Grocery Store,243.6828
FDC41,15.6,Low Fat,0.117574554,Frozen Foods,75.667,OUT017,2007,NA,Tier 2,Supermarket Type1,1301.639
FDE05,NA,Regular,0.032296886,Frozen Foods,144.0102,OUT027,1985,Medium,Tier 3,Supermarket Type3,5394.9774
FDW52,NA,Regular,0.037340835,Frozen Foods,163.1526,OUT027,1985,Medium,Tier 3,Supermarket Type3,3946.8624
FDS04,10.195,Regular,0.146635206,Frozen Foods,139.0838,OUT035,2004,Small,Tier 2,Supermarket Type1,3652.5788
FDE17,20.1,Regular,0.054763518,Frozen Foods,150.9366,OUT017,2007,NA,Tier 2,Supermarket Type1,3476.1418
FDN40,5.88,Low Fat,0.08644044,Frozen Foods,155.3998,OUT035,2004,Small,Tier 2,Supermarket Type1,2153.1972
FDF16,7.3,Low Fat,0.086619573,Frozen Foods,147.6076,OUT017,2007,NA,Tier 2,Supermarket Type1,3251.7672
FDD41,6.765,Regular,0.087437069,Frozen Foods,106.1306,OUT045,2002,NA,Tier 2,Supermarket Type1,1672.4896
FDK40,NA,Low Fat,0.021743592,Frozen Foods,263.191,OUT027,1985,Medium,Tier 3,Supermarket Type3,6574.775
FDI52,18.7,Low Fat,0.10527024,Frozen Foods,122.9072,OUT017,2007,NA,Tier 2,Supermarket Type1,490.0288
FDT28,13.3,Low Fat,0.063513272,Frozen Foods,149.9708,OUT013,1987,High,Tier 3,Supermarket Type1,2106.5912
FDH52,9.42,Regular,0.044151435,Frozen Foods,61.5194,OUT017,2007,NA,Tier 2,Supermarket Type1,866.8716
FDU04,7.93,Low Fat,0.005557062,Frozen Foods,122.1414,OUT049,1999,Medium,Tier 1,Supermarket Type1,2924.1936
FDB41,19,Regular,0.097709541,Frozen Foods,48.6718,OUT018,2009,Medium,Tier 3,Supermarket Type2,614.5334
FDH17,16.2,Regular,0.01665334,Frozen Foods,97.3726,OUT046,1997,Small,Tier 1,Supermarket Type1,2055.3246
FDM04,9.195,Regular,0.04712061,Frozen Foods,53.1666,OUT046,1997,Small,Tier 1,Supermarket Type1,768.999
FDZ40,8.935,Low Fat,0.040346436,Frozen Foods,53.7298,OUT018,2009,Medium,Tier 3,Supermarket Type2,593.2278
FDE05,10.895,Regular,0.032454046,Frozen Foods,144.8102,OUT046,1997,Small,Tier 1,Supermarket Type1,3062.0142
FDS52,NA,Low Fat,0.009585169,Frozen Foods,102.5016,OUT019,1985,Small,Tier 1,Grocery Store,101.2016
FDC17,12.15,Low Fat,0.015548178,Frozen Foods,211.2928,OUT017,2007,NA,Tier 2,Supermarket Type1,5049.4272
FDV16,NA,Regular,0.145200948,Frozen Foods,35.4558,OUT019,1985,Small,Tier 1,Grocery Store,135.8232
FDK16,NA,Low Fat,0.114771298,Frozen Foods,93.9094,OUT027,1985,Medium,Tier 3,Supermarket Type3,3903.5854
FDT16,9.895,Regular,0.048662357,Frozen Foods,261.7278,OUT046,1997,Small,Tier 1,Supermarket Type1,4685.9004
FDQ04,6.4,Low Fat,0.141860161,Frozen Foods,41.0796,OUT010,1998,NA,Tier 3,Grocery Store,41.2796
FDJ16,9.195,Low Fat,0.115353642,Frozen Foods,58.9246,OUT018,2009,Medium,Tier 3,Supermarket Type2,926.7936
FDR52,12.65,Regular,0.07603021,Frozen Foods,189.0846,OUT035,2004,Small,Tier 2,Supermarket Type1,4012.7766
FDR52,NA,Regular,0.133144259,Frozen Foods,190.8846,OUT019,1985,Small,Tier 1,Grocery Store,191.0846
FDA04,11.3,Regular,0.066865326,Frozen Foods,260.1962,OUT045,2002,NA,Tier 2,Supermarket Type1,2848.9582
FDN28,5.88,Regular,0.030371121,Frozen Foods,101.799,OUT018,2009,Medium,Tier 3,Supermarket Type2,1960.781
FDK40,7.035,Low Fat,0.02189371,Frozen Foods,262.791,OUT045,2002,NA,Tier 2,Supermarket Type1,3681.874
FDO28,NA,Low Fat,0.126585095,Frozen Foods,122.4098,OUT019,1985,Small,Tier 1,Grocery Store,120.5098
FDS52,8.89,Low Fat,0.005485618,Frozen Foods,99.3016,OUT045,2002,NA,Tier 2,Supermarket Type1,607.2096
FDB17,13.15,Low Fat,0.061381589,Frozen Foods,179.9976,OUT010,1998,NA,Tier 3,Grocery Store,181.0976
FDE28,9.5,Regular,0.132521929,Frozen Foods,228.6668,OUT035,2004,Small,Tier 2,Supermarket Type1,4146.6024
FDP28,13.65,Regular,0.080573371,Frozen Foods,260.1936,OUT013,1987,High,Tier 3,Supermarket Type1,3914.904
FDC53,NA,Low Fat,0.008792907,Frozen Foods,96.7384,OUT027,1985,Medium,Tier 3,Supermarket Type3,2956.152
FDO28,5.765,Low Fat,0.072238195,Frozen Foods,120.0098,OUT013,1987,High,Tier 3,Supermarket Type1,1687.1372
FDG53,10,Low Fat,0.045848263,Frozen Foods,138.518,OUT035,2004,Small,Tier 2,Supermarket Type1,2237.088
FDO52,11.6,Regular,0.077164595,Frozen Foods,172.5106,OUT046,1997,Small,Tier 1,Supermarket Type1,2566.659
FDA04,11.3,Regular,0.066833743,Frozen Foods,257.2962,OUT049,1999,Medium,Tier 1,Supermarket Type1,2330.9658
FDO52,11.6,Regular,0.077150004,Frozen Foods,170.2106,OUT035,2004,Small,Tier 2,Supermarket Type1,1882.2166
FDA04,11.3,Regular,0.066674465,Frozen Foods,259.1962,OUT013,1987,High,Tier 3,Supermarket Type1,5179.924
FDP52,18.7,Regular,0.070979698,Frozen Foods,229.501,OUT018,2009,Medium,Tier 3,Supermarket Type2,1607.907
FDN40,5.88,Low Fat,0.086945823,Frozen Foods,152.9998,OUT017,2007,NA,Tier 2,Supermarket Type1,3691.1952
FDO16,5.48,Low Fat,0.015108194,Frozen Foods,83.725,OUT046,1997,Small,Tier 1,Supermarket Type1,1165.15
FDN40,5.88,Low Fat,0.086384841,Frozen Foods,153.2998,OUT013,1987,High,Tier 3,Supermarket Type1,2153.1972
FDU04,7.93,Low Fat,0.005547386,Frozen Foods,121.5414,OUT035,2004,Small,Tier 2,Supermarket Type1,1340.2554
FDY40,15.5,Regular,0.086320509,Frozen Foods,48.1692,OUT017,2007,NA,Tier 2,Supermarket Type1,985.384
FDH05,14.35,Regular,0.090913642,Frozen Foods,231.2984,OUT046,1997,Small,Tier 1,Supermarket Type1,3243.7776
FDF28,NA,Regular,0.037681359,Frozen Foods,125.1046,OUT027,1985,Medium,Tier 3,Supermarket Type3,3859.6426
FDD29,12.15,Low Fat,0.018395194,Frozen Foods,251.6698,OUT013,1987,High,Tier 3,Supermarket Type1,6088.0752
FDV04,7.825,Regular,0.149890395,Frozen Foods,159.0288,OUT013,1987,High,Tier 3,Supermarket Type1,1257.0304
FDX16,17.85,Low Fat,0.06594351,Frozen Foods,149.105,OUT045,2002,NA,Tier 2,Supermarket Type1,4643.955
FDK16,9.065,Low Fat,0.115307979,Frozen Foods,97.0094,OUT035,2004,Small,Tier 2,Supermarket Type1,856.8846
FDB05,NA,Low Fat,0.08279545,Frozen Foods,245.8776,OUT027,1985,Medium,Tier 3,Supermarket Type3,4705.8744
FDI05,8.35,Regular,0.126869718,Frozen Foods,74.4354,OUT046,1997,Small,Tier 1,Supermarket Type1,1128.531
FDQ04,6.4,Low Fat,0.084885375,Frozen Foods,39.2796,OUT049,1999,Medium,Tier 1,Supermarket Type1,701.7532
FDH41,NA,LF,0.143591586,Frozen Foods,213.5534,OUT019,1985,Small,Tier 1,Grocery Store,430.1068
FDS28,8.18,Regular,0.082568705,Frozen Foods,56.1588,OUT045,2002,NA,Tier 2,Supermarket Type1,458.0704
FDG28,9.285,Regular,0.049280292,Frozen Foods,245.6144,OUT046,1997,Small,Tier 1,Supermarket Type1,3920.2304
FDB17,NA,Low Fat,0.036494521,Frozen Foods,179.0976,OUT027,1985,Medium,Tier 3,Supermarket Type3,5976.2208
FDX04,19.6,Regular,0.041655865,Frozen Foods,48.5376,OUT045,2002,NA,Tier 2,Supermarket Type1,335.5632
FDP04,15.35,Low Fat,0.013812772,Frozen Foods,64.7168,OUT046,1997,Small,Tier 1,Supermarket Type1,1022.6688
FDS40,NA,Low Fat,0.013951504,Frozen Foods,36.719,OUT027,1985,Medium,Tier 3,Supermarket Type3,622.523
FDI40,11.5,Regular,0.126114605,Frozen Foods,99.3358,OUT018,2009,Medium,Tier 3,Supermarket Type2,804.2864
FDB41,19,Regular,0.097294728,Frozen Foods,47.7718,OUT035,2004,Small,Tier 2,Supermarket Type1,1039.9796
FDY16,18.35,Regular,0.092413792,Frozen Foods,183.6266,OUT045,2002,NA,Tier 2,Supermarket Type1,1844.266
FDG17,6.865,Regular,0.03598621,Frozen Foods,244.1486,OUT018,2009,Medium,Tier 3,Supermarket Type2,2687.8346
FDJ28,12.3,Low Fat,0.036590807,Frozen Foods,193.3162,OUT010,1998,NA,Tier 3,Grocery Store,192.4162
FDQ28,14,Regular,0.060768862,Frozen Foods,154.8656,OUT017,2007,NA,Tier 2,Supermarket Type1,1390.1904
FDJ04,18,Low Fat,0.124348482,Frozen Foods,118.3124,OUT013,1987,High,Tier 3,Supermarket Type1,948.0992
FDI52,18.7,Low Fat,0.104658344,Frozen Foods,121.2072,OUT035,2004,Small,Tier 2,Supermarket Type1,1470.0864
FDG16,15.25,Low Fat,0.089816808,Frozen Foods,217.3192,OUT046,1997,Small,Tier 1,Supermarket Type1,5608.6992
FDY52,6.365,Low Fat,0.007342171,Frozen Foods,59.9536,OUT013,1987,High,Tier 3,Supermarket Type1,980.0576
FDX40,12.85,Low Fat,0.099553084,Frozen Foods,40.0164,OUT017,2007,NA,Tier 2,Supermarket Type1,1312.9576
FDE29,8.905,Low Fat,0.143010016,Frozen Foods,61.6878,OUT013,1987,High,Tier 3,Supermarket Type1,1029.9926
FDS16,15.15,Regular,0.066311153,Frozen Foods,145.776,OUT045,2002,NA,Tier 2,Supermarket Type1,3954.852
FDE29,NA,Low Fat,0.142436015,Frozen Foods,62.3878,OUT027,1985,Medium,Tier 3,Supermarket Type3,1514.695
FDE17,20.1,Regular,0.054445198,Frozen Foods,151.7366,OUT035,2004,Small,Tier 2,Supermarket Type1,4836.3712
FDL40,17.7,Low Fat,0.019438042,Frozen Foods,95.541,OUT010,1998,NA,Tier 3,Grocery Store,96.541
FDF05,17.5,Low Fat,0.026848529,Frozen Foods,264.891,OUT013,1987,High,Tier 3,Supermarket Type1,4996.829
FDZ40,8.935,Low Fat,0.04026424,Frozen Foods,52.6298,OUT045,2002,NA,Tier 2,Supermarket Type1,808.947
FDJ16,9.195,Low Fat,0.115064263,Frozen Foods,58.6246,OUT049,1999,Medium,Tier 1,Supermarket Type1,868.869
FDF52,9.3,Low Fat,0.11178154,Frozen Foods,182.3292,OUT010,1998,NA,Tier 3,Grocery Store,182.4292
FDB41,19,Regular,0.097510482,Frozen Foods,48.1718,OUT045,2002,NA,Tier 2,Supermarket Type1,709.077
FDJ16,9.195,Low Fat,0.114885647,Frozen Foods,59.6246,OUT046,1997,Small,Tier 1,Supermarket Type1,1100.5674
FDI04,13.65,Regular,0.072851756,Frozen Foods,197.1426,OUT013,1987,High,Tier 3,Supermarket Type1,3954.852
FDH04,6.115,Regular,0.011372972,Frozen Foods,89.6488,OUT046,1997,Small,Tier 1,Supermarket Type1,1267.6832
FDQ52,17,Low Fat,0.119362409,Frozen Foods,249.4434,OUT035,2004,Small,Tier 2,Supermarket Type1,5960.2416
FDH28,15.85,Regular,0.110010191,Frozen Foods,38.8506,OUT035,2004,Small,Tier 2,Supermarket Type1,341.5554
FDO40,NA,Low Fat,0.032470108,Frozen Foods,148.9392,OUT027,1985,Medium,Tier 3,Supermarket Type3,3728.48
FDI05,8.35,Regular,0.127066966,Frozen Foods,76.5354,OUT049,1999,Medium,Tier 1,Supermarket Type1,1655.1788
FDR52,12.65,Regular,0.076474728,Frozen Foods,191.8846,OUT017,2007,NA,Tier 2,Supermarket Type1,1146.5076
FDA04,11.3,reg,0.067001825,Frozen Foods,259.1962,OUT018,2009,Medium,Tier 3,Supermarket Type2,5438.9202
FDO16,5.48,Low Fat,0.02528802,Frozen Foods,83.325,OUT010,1998,NA,Tier 3,Grocery Store,416.125
FDC17,12.15,Low Fat,0.015460726,Frozen Foods,211.8928,OUT046,1997,Small,Tier 1,Supermarket Type1,5890.9984
FDT52,9.695,Regular,0.047420609,Frozen Foods,246.0144,OUT035,2004,Small,Tier 2,Supermarket Type1,4165.2448
FDR04,7.075,Low Fat,0.022548195,Frozen Foods,95.7068,OUT013,1987,High,Tier 3,Supermarket Type1,583.2408
FDY40,15.5,Regular,0.085763562,Frozen Foods,49.0692,OUT013,1987,High,Tier 3,Supermarket Type1,295.6152
FDW40,14,Regular,0.105145451,Frozen Foods,144.2812,OUT046,1997,Small,Tier 1,Supermarket Type1,4844.3608
FDC28,NA,Low Fat,0.054720642,Frozen Foods,107.8254,OUT027,1985,Medium,Tier 3,Supermarket Type3,2387.5588
FDB29,16.7,Regular,0.052708138,Frozen Foods,114.7176,OUT017,2007,NA,Tier 2,Supermarket Type1,2404.8696
FDX52,11.5,Regular,0.041994624,Frozen Foods,194.782,OUT035,2004,Small,Tier 2,Supermarket Type1,3475.476
FDR04,7.075,Low Fat,0.022694623,Frozen Foods,98.8068,OUT017,2007,NA,Tier 2,Supermarket Type1,2527.3768
FDH17,16.2,Regular,0.016679232,Frozen Foods,96.3726,OUT049,1999,Medium,Tier 1,Supermarket Type1,2740.4328
FDS04,10.195,Regular,0.147492524,Frozen Foods,141.5838,OUT017,2007,NA,Tier 2,Supermarket Type1,1685.8056
FDH28,15.85,Regular,0.110479217,Frozen Foods,36.7506,OUT018,2009,Medium,Tier 3,Supermarket Type2,531.3084
FDX40,12.85,Low Fat,0.099193899,Frozen Foods,38.1164,OUT045,2002,NA,Tier 2,Supermarket Type1,656.4788
FDA40,16,Regular,0.09942555,Frozen Foods,87.0856,OUT049,1999,Medium,Tier 1,Supermarket Type1,527.3136
FDD17,7.5,Low Fat,0.032811503,Frozen Foods,239.6906,OUT017,2007,NA,Tier 2,Supermarket Type1,2614.5966
FDZ28,20,Regular,0.051783761,Frozen Foods,125.8678,OUT017,2007,NA,Tier 2,Supermarket Type1,3433.5306
FDC41,NA,Low Fat,0.116347087,Frozen Foods,76.867,OUT027,1985,Medium,Tier 3,Supermarket Type3,2526.711
FDJ53,NA,Low Fat,0.070912843,Frozen Foods,121.5098,OUT027,1985,Medium,Tier 3,Supermarket Type3,2410.196
FDX04,19.6,Regular,0.041571557,Frozen Foods,49.9376,OUT046,1997,Small,Tier 1,Supermarket Type1,623.1888
FDF41,NA,Low Fat,0.130544568,Frozen Foods,248.046,OUT027,1985,Medium,Tier 3,Supermarket Type3,7883.072
FDC28,7.905,Low Fat,0.055098434,Frozen Foods,109.2254,OUT045,2002,NA,Tier 2,Supermarket Type1,976.7286
FDS40,15.35,Low Fat,0.014007727,Frozen Foods,38.319,OUT013,1987,High,Tier 3,Supermarket Type1,292.952
FDQ52,17,Low Fat,0.120060274,Frozen Foods,246.5434,OUT017,2007,NA,Tier 2,Supermarket Type1,4470.1812
FDD05,19.35,Low Fat,0.016611475,Frozen Foods,122.0098,OUT046,1997,Small,Tier 1,Supermarket Type1,2651.2156
FDI41,18.5,Regular,0.062510529,Frozen Foods,146.8418,OUT018,2009,Medium,Tier 3,Supermarket Type2,2059.9852
FDF41,12.15,Low Fat,0.131714183,Frozen Foods,245.846,OUT018,2009,Medium,Tier 3,Supermarket Type2,4434.228
FDO52,11.6,Regular,0.077478931,Frozen Foods,170.3106,OUT018,2009,Medium,Tier 3,Supermarket Type2,4277.765
FDE17,20.1,Regular,0.054455495,Frozen Foods,149.5366,OUT046,1997,Small,Tier 1,Supermarket Type1,2871.5954
FDZ04,9.31,Low Fat,0.063529046,Frozen Foods,63.751,OUT010,1998,NA,Tier 3,Grocery Store,126.502
FDU28,19.2,Regular,0.094300933,Frozen Foods,187.5214,OUT018,2009,Medium,Tier 3,Supermarket Type2,1695.7926
FDD28,10.695,Low Fat,0.05337973,Frozen Foods,56.7904,OUT049,1999,Medium,Tier 1,Supermarket Type1,1113.2176
FDN28,5.88,Regular,0.030418998,Frozen Foods,103.099,OUT017,2007,NA,Tier 2,Supermarket Type1,1341.587
FDC53,8.68,Low Fat,0.008835694,Frozen Foods,96.5384,OUT046,1997,Small,Tier 1,Supermarket Type1,1182.4608
FDR40,NA,Regular,0.00799548,Frozen Foods,78.5618,OUT027,1985,Medium,Tier 3,Supermarket Type3,2255.7304
FDH05,14.35,Regular,0.090896452,Frozen Foods,231.2984,OUT035,2004,Small,Tier 2,Supermarket Type1,6024.1584
FDR04,7.075,Low Fat,0.022602061,Frozen Foods,98.1068,OUT049,1999,Medium,Tier 1,Supermarket Type1,1458.102
FDC53,8.68,Low Fat,0.008828341,Frozen Foods,99.9384,OUT013,1987,High,Tier 3,Supermarket Type1,689.7688
FDF41,12.15,Low Fat,0.131179812,Frozen Foods,245.246,OUT046,1997,Small,Tier 1,Supermarket Type1,3202.498
FDG52,NA,Low Fat,0.065313024,Frozen Foods,47.1402,OUT027,1985,Medium,Tier 3,Supermarket Type3,1516.0266
FDD29,12.15,Low Fat,0.018514652,Frozen Foods,252.7698,OUT017,2007,NA,Tier 2,Supermarket Type1,5834.4054
FDW28,18.25,Low Fat,0.089186083,Frozen Foods,194.3452,OUT018,2009,Medium,Tier 3,Supermarket Type2,4502.1396
FDR52,NA,Regular,0.075676339,Frozen Foods,190.4846,OUT027,1985,Medium,Tier 3,Supermarket Type3,8789.8916
FDP52,18.7,reg,0.070691729,Frozen Foods,230.201,OUT046,1997,Small,Tier 1,Supermarket Type1,5742.525
FDG04,13.1,Low Fat,0.006087409,Frozen Foods,185.0898,OUT018,2009,Medium,Tier 3,Supermarket Type2,1870.898
FDA52,NA,Regular,0.127800388,Frozen Foods,177.037,OUT027,1985,Medium,Tier 3,Supermarket Type3,4587.362
FDW52,14,Regular,0.037580877,Frozen Foods,162.6526,OUT049,1999,Medium,Tier 1,Supermarket Type1,4275.7676
FDE16,8.895,Low Fat,0.026492726,Frozen Foods,208.4954,OUT017,2007,NA,Tier 2,Supermarket Type1,6251.862
FDE53,10.895,Low Fat,0.026934673,Frozen Foods,106.128,OUT045,2002,NA,Tier 2,Supermarket Type1,319.584
FDX52,11.5,Regular,0.042173667,Frozen Foods,194.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,2316.984
FDS52,8.89,Low Fat,0.005496816,Frozen Foods,102.8016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.016
FDX52,NA,Regular,0.073541072,Frozen Foods,192.282,OUT019,1985,Small,Tier 1,Grocery Store,386.164
FDD29,12.15,Low Fat,0.018410515,Frozen Foods,252.1698,OUT046,1997,Small,Tier 1,Supermarket Type1,2283.0282
FDD41,6.765,Regular,0.087187488,Frozen Foods,105.5306,OUT013,1987,High,Tier 3,Supermarket Type1,1567.959
FDM04,9.195,Regular,0.047081398000000003,Frozen Foods,51.1666,OUT013,1987,High,Tier 3,Supermarket Type1,1179.1318
FDW28,18.25,LF,0.148673586,Frozen Foods,197.2452,OUT010,1998,NA,Tier 3,Grocery Store,195.7452
FDC53,8.68,Low Fat,0.008834023,Frozen Foods,100.0384,OUT035,2004,Small,Tier 2,Supermarket Type1,2266.3832
FDQ40,NA,Regular,0.035853059,Frozen Foods,176.8712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952
FDK28,NA,Low Fat,0.065272284,Frozen Foods,256.1646,OUT027,1985,Medium,Tier 3,Supermarket Type3,3349.6398
FDQ40,11.1,Regular,0.036174285,Frozen Foods,176.0712,OUT018,2009,Medium,Tier 3,Supermarket Type2,1581.9408
FDI41,18.5,Regular,0.062205112,Frozen Foods,148.3418,OUT013,1987,High,Tier 3,Supermarket Type1,1765.7016
FDW40,14,Regular,0.105125569,Frozen Foods,143.2812,OUT035,2004,Small,Tier 2,Supermarket Type1,3277.0676
FDS52,8.89,Low Fat,0.00547348,Frozen Foods,100.5016,OUT035,2004,Small,Tier 2,Supermarket Type1,1315.6208
FDX52,11.5,Regular,0.042087749,Frozen Foods,192.682,OUT045,2002,NA,Tier 2,Supermarket Type1,3861.64
FDY16,NA,Regular,0.091780142,Frozen Foods,182.5266,OUT027,1985,Medium,Tier 3,Supermarket Type3,6454.931
FDV40,17.35,Low Fat,0.014721579,Frozen Foods,73.1038,OUT045,2002,NA,Tier 2,Supermarket Type1,886.8456
FDD29,12.15,Low Fat,0.018439138,Frozen Foods,254.7698,OUT049,1999,Medium,Tier 1,Supermarket Type1,5073.396
FDX04,NA,Regular,0.041370245,Frozen Foods,46.2376,OUT027,1985,Medium,Tier 3,Supermarket Type3,814.9392
FDT28,13.3,Low Fat,0.063925726,Frozen Foods,151.8708,OUT017,2007,NA,Tier 2,Supermarket Type1,1655.1788
FDU52,NA,Low Fat,0.111654545,Frozen Foods,157.063,OUT019,1985,Small,Tier 1,Grocery Store,312.926
FDT16,9.895,Regular,0.048738014,Frozen Foods,262.1278,OUT049,1999,Medium,Tier 1,Supermarket Type1,3904.917
FDK52,18.25,LF,0.079342006,Frozen Foods,226.0062,OUT049,1999,Medium,Tier 1,Supermarket Type1,1805.6496
FDI41,18.5,Regular,0.062245149,Frozen Foods,145.8418,OUT035,2004,Small,Tier 2,Supermarket Type1,5591.3884
FDW16,17.35,Regular,0.041439718,Frozen Foods,93.7804,OUT013,1987,High,Tier 3,Supermarket Type1,2848.2924
FDM04,9.195,Regular,0.047387144,Frozen Foods,50.8666,OUT017,2007,NA,Tier 2,Supermarket Type1,871.5322
FDT52,9.695,Regular,0.047622786,Frozen Foods,246.2144,OUT018,2009,Medium,Tier 3,Supermarket Type2,3675.216
FDR28,13.85,Regular,0.025891588,Frozen Foods,165.121,OUT035,2004,Small,Tier 2,Supermarket Type1,2936.178
FDJ04,18,Low Fat,0.124428516,Frozen Foods,119.9124,OUT035,2004,Small,Tier 2,Supermarket Type1,948.0992
FDS16,15.15,Regular,0.066446521,Frozen Foods,147.976,OUT018,2009,Medium,Tier 3,Supermarket Type2,732.38
FDZ04,9.31,Low Fat,0.038032068,Frozen Foods,61.351,OUT045,2002,NA,Tier 2,Supermarket Type1,822.263
FDC29,8.39,reg,0.024185517,Frozen Foods,115.7176,OUT013,1987,High,Tier 3,Supermarket Type1,1374.2112
FDO16,5.48,Low Fat,0.015138834,Frozen Foods,81.925,OUT045,2002,NA,Tier 2,Supermarket Type1,3079.325
FDJ16,9.195,Low Fat,0.115535487,Frozen Foods,59.5246,OUT017,2007,NA,Tier 2,Supermarket Type1,810.9444
FDF04,17.5,LF,0.013692598,Frozen Foods,259.7304,OUT018,2009,Medium,Tier 3,Supermarket Type2,3616.6256
FDM28,15.7,Low Fat,0.045274134,Frozen Foods,177.966,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415.554
FDW16,NA,Regular,0.041273391,Frozen Foods,91.6804,OUT027,1985,Medium,Tier 3,Supermarket Type3,3858.9768
FDI04,13.65,Regular,0.072912432,Frozen Foods,198.4426,OUT046,1997,Small,Tier 1,Supermarket Type1,5536.7928
FDG16,15.25,Low Fat,0.089998959,Frozen Foods,215.1192,OUT045,2002,NA,Tier 2,Supermarket Type1,2157.192
