"nrricode","year","forest","count","count1","count2","count3","count.add","samples","ave","abbrev","forestN"
648,2004,9090,95,54,14,27,95,470,0.202127659574468,"NOPA","Superior"
648,2002,9030,54,29,7,18,54,393,0.137404580152672,"NOPA","Chippewa"
648,2013,9090,179,100,35,44,179,563,0.317939609236234,"NOPA","Superior"
648,1999,9020,28,18,7,3,28,385,0.0727272727272727,"NOPA","Chequamegon"
648,2004,9030,58,36,5,17,58,395,0.146835443037975,"NOPA","Chippewa"
648,1995,9020,27,17,5,5,27,385,0.0701298701298701,"NOPA","Chequamegon"
648,2003,9030,71,45,11,15,71,393,0.180661577608142,"NOPA","Chippewa"
648,2007,9030,57,28,9,20,57,389,0.146529562982005,"NOPA","Chippewa"
648,2004,9020,30,18,5,7,30,381,0.078740157480315,"NOPA","Chequamegon"
648,2009,9090,109,63,16,30,109,553,0.197106690777577,"NOPA","Superior"
648,2003,9020,38,21,7,10,38,387,0.0981912144702842,"NOPA","Chequamegon"
648,2013,9030,71,41,8,22,71,390,0.182051282051282,"NOPA","Chippewa"
648,1995,9090,57,40,7,10,57,488,0.116803278688525,"NOPA","Superior"
648,2011,9090,84,57,10,17,84,538,0.156133828996283,"NOPA","Superior"
648,2010,9020,38,21,5,12,38,361,0.105263157894737,"NOPA","Chequamegon"
648,1996,9020,44,28,8,8,44,391,0.112531969309463,"NOPA","Chequamegon"
648,2005,9090,89,48,20,21,89,485,0.183505154639175,"NOPA","Superior"
648,2005,9020,39,24,4,11,39,383,0.101827676240209,"NOPA","Chequamegon"
648,1999,9030,30,22,3,5,30,396,0.0757575757575758,"NOPA","Chippewa"
648,1998,9030,56,36,5,15,56,383,0.14621409921671,"NOPA","Chippewa"
648,2008,9030,39,24,7,8,39,361,0.10803324099723,"NOPA","Chippewa"
648,2011,9030,39,24,4,11,39,383,0.101827676240209,"NOPA","Chippewa"
648,1997,9090,50,26,10,14,50,487,0.102669404517454,"NOPA","Superior"
648,2012,9090,119,86,16,17,119,556,0.214028776978417,"NOPA","Superior"
648,2002,9090,115,67,16,32,115,489,0.235173824130879,"NOPA","Superior"
648,2012,9030,46,19,5,22,46,362,0.12707182320442,"NOPA","Chippewa"
648,1996,9090,55,28,8,19,55,482,0.114107883817427,"NOPA","Superior"
648,1997,9030,42,27,3,12,42,393,0.106870229007634,"NOPA","Chippewa"
648,2007,9090,115,72,15,28,115,487,0.236139630390144,"NOPA","Superior"
648,2009,9020,36,15,9,12,36,381,0.094488188976378,"NOPA","Chequamegon"
648,2009,9030,36,16,7,13,36,390,0.0923076923076923,"NOPA","Chippewa"
648,2006,9090,81,55,8,18,81,475,0.170526315789474,"NOPA","Superior"
648,2006,9020,30,19,1,10,30,388,0.077319587628866,"NOPA","Chequamegon"
648,2001,9020,25,19,1,5,25,389,0.06426735218509,"NOPA","Chequamegon"
650,2009,9090,46,29,8,9,46,553,0.0831826401446655,"CMWA","Superior"
650,1999,9020,5,3,2,0,5,385,0.012987012987013,"CMWA","Chequamegon"
650,1995,9090,26,17,3,6,26,488,0.0532786885245902,"CMWA","Superior"
650,2011,9090,15,12,1,2,15,538,0.0278810408921933,"CMWA","Superior"
650,2012,9090,32,19,6,7,32,556,0.0575539568345324,"CMWA","Superior"
650,2007,9020,3,1,0,2,3,378,0.00793650793650794,"CMWA","Chequamegon"
650,2000,9090,0,0,0,0,1,484,0,"CMWA","Superior"
650,1997,9030,0,0,0,0,1,393,0,"CMWA","Chippewa"
650,2001,9090,1,1,0,0,1,491,0.00203665987780041,"CMWA","Superior"
650,1996,9030,0,0,0,0,1,391,0,"CMWA","Chippewa"
650,2005,9090,6,5,1,0,6,485,0.0123711340206186,"CMWA","Superior"
650,2013,9090,30,15,7,8,30,563,0.0532859680284192,"CMWA","Superior"
650,2002,9030,1,0,0,1,1,393,0.00254452926208651,"CMWA","Chippewa"
650,2002,9090,10,6,0,4,10,489,0.0204498977505112,"CMWA","Superior"
650,2007,9030,1,0,0,1,1,389,0.0025706940874036,"CMWA","Chippewa"
650,2004,9090,4,4,0,0,4,470,0.00851063829787234,"CMWA","Superior"
650,2000,9020,1,1,0,0,1,375,0.00266666666666667,"CMWA","Chequamegon"
650,1997,9020,3,1,1,1,3,390,0.00769230769230769,"CMWA","Chequamegon"
650,2003,9090,12,7,2,3,12,491,0.0244399185336049,"CMWA","Superior"
650,1995,9020,10,4,2,4,10,385,0.025974025974026,"CMWA","Chequamegon"
650,1996,9090,29,14,6,9,29,482,0.0601659751037344,"CMWA","Superior"
650,2006,9030,1,1,0,0,1,391,0.00255754475703325,"CMWA","Chippewa"
650,2005,9030,0,0,0,0,1,389,0,"CMWA","Chippewa"
650,2004,9020,0,0,0,0,1,381,0,"CMWA","Chequamegon"
650,2001,9020,2,1,0,1,2,389,0.0051413881748072,"CMWA","Chequamegon"
650,2006,9020,0,0,0,0,1,388,0,"CMWA","Chequamegon"
650,2009,9030,7,4,2,1,7,390,0.0179487179487179,"CMWA","Chippewa"
650,2010,9090,3,0,0,3,3,535,0.00560747663551402,"CMWA","Superior"
650,2003,9030,2,1,1,0,2,393,0.00508905852417303,"CMWA","Chippewa"
650,2005,9020,1,0,0,1,1,383,0.00261096605744125,"CMWA","Chequamegon"
650,2001,9030,1,1,0,0,1,390,0.00256410256410256,"CMWA","Chippewa"
650,1998,9020,9,4,4,1,9,387,0.0232558139534884,"CMWA","Chequamegon"
650,2009,9020,3,1,0,2,3,381,0.0078740157480315,"CMWA","Chequamegon"
650,2004,9030,0,0,0,0,1,395,0,"CMWA","Chippewa"
650,1999,9090,4,4,0,0,4,487,0.0082135523613963,"CMWA","Superior"
650,2008,9090,47,23,8,16,47,557,0.0843806104129264,"CMWA","Superior"
650,1995,9030,2,1,1,0,2,390,0.00512820512820513,"CMWA","Chippewa"
650,2007,9090,25,13,4,8,25,487,0.0513347022587269,"CMWA","Superior"
650,1999,9030,4,4,0,0,4,396,0.0101010101010101,"CMWA","Chippewa"
650,1997,9090,27,15,0,12,27,487,0.0554414784394251,"CMWA","Superior"
650,2008,9020,9,4,2,3,9,380,0.0236842105263158,"CMWA","Chequamegon"
650,2012,9030,2,0,0,2,2,362,0.00552486187845304,"CMWA","Chippewa"
650,2003,9020,5,5,0,0,5,387,0.0129198966408269,"CMWA","Chequamegon"
650,2013,9030,6,2,2,2,6,390,0.0153846153846154,"CMWA","Chippewa"
650,1998,9030,0,0,0,0,1,383,0,"CMWA","Chippewa"
650,1996,9020,1,1,0,0,1,391,0.00255754475703325,"CMWA","Chequamegon"
650,2000,9030,0,0,0,0,1,393,0,"CMWA","Chippewa"
650,2008,9030,4,1,1,2,4,361,0.0110803324099723,"CMWA","Chippewa"
650,2010,9020,1,0,0,1,1,361,0.00277008310249307,"CMWA","Chequamegon"
650,1998,9090,11,3,5,3,11,486,0.0226337448559671,"CMWA","Superior"
650,2002,9020,2,1,0,1,2,390,0.00512820512820513,"CMWA","Chequamegon"
650,2010,9030,0,0,0,0,1,350,0,"CMWA","Chippewa"
650,2011,9030,0,0,0,0,1,383,0,"CMWA","Chippewa"
650,2006,9090,4,1,0,3,4,475,0.00842105263157895,"CMWA","Superior"
652,2004,9090,0,0,0,0,1,470,0,"YWAR","Superior"
652,2004,9020,10,7,1,2,10,381,0.026246719160105,"YWAR","Chequamegon"
652,2005,9090,1,0,0,1,1,485,0.00206185567010309,"YWAR","Superior"
652,1997,9030,25,9,9,7,25,393,0.0636132315521628,"YWAR","Chippewa"
652,2001,9030,23,13,4,6,23,390,0.058974358974359,"YWAR","Chippewa"
652,1995,9090,6,3,1,2,6,488,0.0122950819672131,"YWAR","Superior"
652,2013,9090,10,7,2,1,10,563,0.0177619893428064,"YWAR","Superior"
652,2008,9030,31,13,9,9,31,361,0.0858725761772853,"YWAR","Chippewa"
652,1995,9030,13,7,3,3,13,390,0.0333333333333333,"YWAR","Chippewa"
652,2011,9090,2,1,1,0,2,538,0.00371747211895911,"YWAR","Superior"
652,2010,9090,3,2,0,1,3,535,0.00560747663551402,"YWAR","Superior"
652,2013,9030,41,12,14,15,41,390,0.105128205128205,"YWAR","Chippewa"
652,2000,9020,4,3,0,1,4,375,0.0106666666666667,"YWAR","Chequamegon"
652,2003,9020,36,21,9,6,36,387,0.0930232558139535,"YWAR","Chequamegon"
652,1999,9090,0,0,0,0,1,487,0,"YWAR","Superior"
652,2001,9090,1,1,0,0,1,491,0.00203665987780041,"YWAR","Superior"
652,2007,9030,32,14,8,10,32,389,0.0822622107969152,"YWAR","Chippewa"
652,1999,9020,5,5,0,0,5,385,0.012987012987013,"YWAR","Chequamegon"
652,1998,9030,30,17,4,9,30,383,0.0783289817232376,"YWAR","Chippewa"
652,1996,9030,15,7,2,6,15,391,0.0383631713554987,"YWAR","Chippewa"
652,2007,9090,0,0,0,0,1,487,0,"YWAR","Superior"
652,1998,9020,20,14,0,6,20,387,0.0516795865633075,"YWAR","Chequamegon"
652,2012,9030,12,4,3,5,12,362,0.0331491712707182,"YWAR","Chippewa"
652,2002,9090,2,2,0,0,2,489,0.00408997955010225,"YWAR","Superior"
652,2003,9090,3,3,0,0,3,491,0.00610997963340122,"YWAR","Superior"
652,2007,9020,36,16,5,15,36,378,0.0952380952380952,"YWAR","Chequamegon"
652,2012,9090,20,12,3,5,20,556,0.0359712230215827,"YWAR","Superior"
652,2006,9090,1,0,0,1,1,475,0.00210526315789474,"YWAR","Superior"
652,1999,9030,11,9,0,2,11,396,0.0277777777777778,"YWAR","Chippewa"
652,2008,9020,10,6,0,4,10,380,0.0263157894736842,"YWAR","Chequamegon"
652,1998,9090,1,0,1,0,1,486,0.00205761316872428,"YWAR","Superior"
652,2004,9030,8,6,2,0,8,395,0.020253164556962,"YWAR","Chippewa"
652,2002,9030,19,10,3,6,19,393,0.0483460559796438,"YWAR","Chippewa"
652,2005,9030,34,24,4,6,34,389,0.0874035989717224,"YWAR","Chippewa"
652,2002,9020,33,22,6,5,33,390,0.0846153846153846,"YWAR","Chequamegon"
652,1995,9020,1,1,0,0,1,385,0.0025974025974026,"YWAR","Chequamegon"
652,2005,9020,9,4,1,4,9,383,0.0234986945169713,"YWAR","Chequamegon"
652,2009,9020,5,2,1,2,5,381,0.0131233595800525,"YWAR","Chequamegon"
652,1996,9090,1,1,0,0,1,482,0.0020746887966805,"YWAR","Superior"
652,2010,9030,0,0,0,0,1,350,0,"YWAR","Chippewa"
652,2003,9030,13,8,3,2,13,393,0.0330788804071247,"YWAR","Chippewa"
652,1997,9020,4,4,0,0,4,390,0.0102564102564103,"YWAR","Chequamegon"
652,2009,9030,1,1,0,0,1,390,0.00256410256410256,"YWAR","Chippewa"
652,2006,9020,2,1,0,1,2,388,0.00515463917525773,"YWAR","Chequamegon"
652,2001,9020,10,4,1,5,10,389,0.025706940874036,"YWAR","Chequamegon"
652,2010,9020,8,5,2,1,8,361,0.0221606648199446,"YWAR","Chequamegon"
652,2000,9030,10,4,2,4,10,393,0.0254452926208651,"YWAR","Chippewa"
652,2008,9090,5,1,1,3,5,557,0.00897666068222621,"YWAR","Superior"
652,1997,9090,0,0,0,0,1,487,0,"YWAR","Superior"
652,1996,9020,4,2,0,2,4,391,0.010230179028133,"YWAR","Chequamegon"
652,2000,9090,0,0,0,0,1,484,0,"YWAR","Superior"
652,2009,9090,5,3,1,1,5,553,0.00904159132007233,"YWAR","Superior"
652,2011,9030,10,7,2,1,10,383,0.0261096605744125,"YWAR","Chippewa"
652,2006,9030,19,9,3,7,19,391,0.0485933503836317,"YWAR","Chippewa"
654,1998,9020,8,6,2,0,8,387,0.020671834625323,"BTBW","Chequamegon"
654,2001,9030,0,0,0,0,1,390,0,"BTBW","Chippewa"
654,1996,9030,0,0,0,0,1,391,0,"BTBW","Chippewa"
654,1999,9090,7,4,3,0,7,487,0.0143737166324435,"BTBW","Superior"
654,2013,9090,14,7,2,5,14,563,0.024866785079929,"BTBW","Superior"
654,2007,9090,26,12,2,12,26,487,0.053388090349076,"BTBW","Superior"
654,2003,9020,5,4,0,1,5,387,0.0129198966408269,"BTBW","Chequamegon"
654,1997,9030,2,0,2,0,2,393,0.00508905852417303,"BTBW","Chippewa"
654,2012,9090,12,8,1,3,12,556,0.0215827338129496,"BTBW","Superior"
654,2010,9030,0,0,0,0,1,350,0,"BTBW","Chippewa"
654,2011,9090,21,16,2,3,21,538,0.0390334572490706,"BTBW","Superior"
654,1998,9090,11,8,2,1,11,486,0.0226337448559671,"BTBW","Superior"
654,2013,9030,0,0,0,0,1,390,0,"BTBW","Chippewa"
654,2009,9030,0,0,0,0,1,390,0,"BTBW","Chippewa"
654,2006,9030,1,1,0,0,1,391,0.00255754475703325,"BTBW","Chippewa"
654,2005,9030,1,1,0,0,1,389,0.0025706940874036,"BTBW","Chippewa"
654,2004,9020,4,3,1,0,4,381,0.010498687664042,"BTBW","Chequamegon"
654,2007,9030,0,0,0,0,1,389,0,"BTBW","Chippewa"
654,2009,9020,1,0,0,1,1,381,0.0026246719160105,"BTBW","Chequamegon"
654,2002,9020,6,4,1,1,6,390,0.0153846153846154,"BTBW","Chequamegon"
654,1998,9030,1,0,1,0,1,383,0.00261096605744125,"BTBW","Chippewa"
654,2012,9030,0,0,0,0,1,362,0,"BTBW","Chippewa"
654,2000,9030,0,0,0,0,1,393,0,"BTBW","Chippewa"
654,2005,9090,25,19,5,1,25,485,0.0515463917525773,"BTBW","Superior"
654,2000,9090,21,15,4,2,21,484,0.0433884297520661,"BTBW","Superior"
654,2005,9020,9,6,0,3,9,383,0.0234986945169713,"BTBW","Chequamegon"
654,1995,9020,8,2,3,3,8,385,0.0207792207792208,"BTBW","Chequamegon"
654,2006,9020,3,2,1,0,3,388,0.0077319587628866,"BTBW","Chequamegon"
654,1997,9020,4,1,1,2,4,390,0.0102564102564103,"BTBW","Chequamegon"
654,1999,9030,3,2,0,1,3,396,0.00757575757575758,"BTBW","Chippewa"
654,2002,9030,0,0,0,0,1,393,0,"BTBW","Chippewa"
654,1995,9030,2,2,0,0,2,390,0.00512820512820513,"BTBW","Chippewa"
654,2001,9020,1,1,0,0,1,389,0.0025706940874036,"BTBW","Chequamegon"
654,2003,9090,35,25,3,7,35,491,0.0712830957230143,"BTBW","Superior"
654,2008,9030,0,0,0,0,1,361,0,"BTBW","Chippewa"
654,2004,9030,0,0,0,0,1,395,0,"BTBW","Chippewa"
654,2008,9020,0,0,0,0,1,380,0,"BTBW","Chequamegon"
654,2007,9020,3,1,0,2,3,378,0.00793650793650794,"BTBW","Chequamegon"
654,1997,9090,8,6,2,0,8,487,0.0164271047227926,"BTBW","Superior"
654,1996,9020,7,2,1,4,7,391,0.0179028132992327,"BTBW","Chequamegon"
654,2000,9020,3,2,1,0,3,375,0.008,"BTBW","Chequamegon"
654,2002,9090,10,7,0,3,10,489,0.0204498977505112,"BTBW","Superior"
654,1996,9090,9,8,1,0,9,482,0.0186721991701245,"BTBW","Superior"
654,2008,9090,7,4,1,2,7,557,0.0125673249551167,"BTBW","Superior"
654,2001,9090,13,7,2,4,13,491,0.0264765784114053,"BTBW","Superior"
654,2003,9030,0,0,0,0,1,393,0,"BTBW","Chippewa"
654,1995,9090,12,9,1,2,12,488,0.0245901639344262,"BTBW","Superior"
654,2006,9090,12,10,1,1,12,475,0.0252631578947368,"BTBW","Superior"
654,2010,9090,12,5,3,4,12,535,0.0224299065420561,"BTBW","Superior"
654,2010,9020,1,1,0,0,1,361,0.00277008310249307,"BTBW","Chequamegon"
654,2004,9090,13,7,2,4,13,470,0.0276595744680851,"BTBW","Superior"
654,2011,9030,0,0,0,0,1,383,0,"BTBW","Chippewa"
654,2009,9090,13,7,3,3,13,553,0.0235081374321881,"BTBW","Superior"
654,1999,9020,11,8,1,2,11,385,0.0285714285714286,"BTBW","Chequamegon"
655,1995,9030,128,83,20,25,128,390,0.328205128205128,"MYWA","Chippewa"
655,2003,9020,47,23,8,16,47,387,0.121447028423773,"MYWA","Chequamegon"
655,1999,9090,93,71,14,8,93,487,0.190965092402464,"MYWA","Superior"
655,2006,9030,61,37,12,12,61,391,0.156010230179028,"MYWA","Chippewa"
655,2013,9030,163,95,19,49,163,390,0.417948717948718,"MYWA","Chippewa"
655,2004,9090,67,30,12,25,67,470,0.142553191489362,"MYWA","Superior"
655,2008,9020,41,22,6,13,41,380,0.107894736842105,"MYWA","Chequamegon"
655,2011,9030,99,60,9,30,99,383,0.258485639686684,"MYWA","Chippewa"
655,2001,9030,70,42,12,16,70,390,0.179487179487179,"MYWA","Chippewa"
655,1996,9030,97,54,22,21,97,391,0.248081841432225,"MYWA","Chippewa"
655,2002,9020,83,45,17,21,83,390,0.212820512820513,"MYWA","Chequamegon"
655,1998,9020,61,27,10,24,61,387,0.157622739018088,"MYWA","Chequamegon"
655,2001,9090,55,26,12,17,55,491,0.112016293279022,"MYWA","Superior"
655,1996,9020,125,68,26,31,125,391,0.319693094629156,"MYWA","Chequamegon"
655,2006,9090,71,41,11,19,71,475,0.149473684210526,"MYWA","Superior"
655,2007,9020,67,34,8,25,67,378,0.177248677248677,"MYWA","Chequamegon"
655,2005,9030,81,55,13,13,81,389,0.208226221079692,"MYWA","Chippewa"
655,1998,9090,66,39,8,19,66,486,0.135802469135802,"MYWA","Superior"
655,2009,9090,71,39,11,21,71,553,0.128390596745027,"MYWA","Superior"
655,2010,9020,17,11,3,3,17,361,0.0470914127423823,"MYWA","Chequamegon"
655,1997,9020,63,25,20,18,63,390,0.161538461538462,"MYWA","Chequamegon"
655,1995,9020,100,67,16,17,100,385,0.25974025974026,"MYWA","Chequamegon"
655,1996,9090,157,87,29,41,157,482,0.325726141078838,"MYWA","Superior"
655,2005,9020,47,21,6,20,47,383,0.122715404699739,"MYWA","Chequamegon"
655,2000,9020,42,19,6,17,42,375,0.112,"MYWA","Chequamegon"
655,1997,9090,65,35,13,17,65,487,0.13347022587269,"MYWA","Superior"
655,2003,9030,136,100,10,26,136,393,0.346055979643766,"MYWA","Chippewa"
655,2010,9030,69,40,15,14,69,350,0.197142857142857,"MYWA","Chippewa"
655,1999,9030,74,46,5,23,74,396,0.186868686868687,"MYWA","Chippewa"
655,2008,9090,237,128,39,70,237,557,0.425493716337522,"MYWA","Superior"
655,2013,9090,279,154,46,79,279,563,0.495559502664298,"MYWA","Superior"
655,2000,9030,109,58,23,28,109,393,0.27735368956743,"MYWA","Chippewa"
655,1998,9030,29,13,5,11,29,383,0.0757180156657963,"MYWA","Chippewa"
655,2007,9090,156,77,15,64,156,487,0.320328542094456,"MYWA","Superior"
655,2001,9020,75,44,12,19,75,389,0.19280205655527,"MYWA","Chequamegon"
655,2008,9030,82,41,14,27,82,361,0.227146814404432,"MYWA","Chippewa"
655,2010,9090,118,62,17,39,118,535,0.220560747663551,"MYWA","Superior"
655,2002,9090,99,51,21,27,99,489,0.202453987730061,"MYWA","Superior"
655,2005,9090,87,39,12,36,87,485,0.179381443298969,"MYWA","Superior"
655,2011,9090,179,93,40,46,179,538,0.33271375464684,"MYWA","Superior"
655,2009,9030,35,14,9,12,35,390,0.0897435897435897,"MYWA","Chippewa"
655,2003,9090,119,81,16,22,119,491,0.242362525458248,"MYWA","Superior"
655,2012,9030,65,42,8,15,65,362,0.179558011049724,"MYWA","Chippewa"
655,2004,9020,25,11,6,8,25,381,0.0656167979002625,"MYWA","Chequamegon"
655,2002,9030,72,33,13,26,72,393,0.183206106870229,"MYWA","Chippewa"
655,2006,9020,31,17,6,8,31,388,0.0798969072164948,"MYWA","Chequamegon"
655,1995,9090,105,67,14,24,105,488,0.215163934426229,"MYWA","Superior"
655,2009,9020,51,27,9,15,51,381,0.133858267716535,"MYWA","Chequamegon"
655,2007,9030,78,42,8,28,78,389,0.200514138817481,"MYWA","Chippewa"
655,2004,9030,48,22,9,17,48,395,0.121518987341772,"MYWA","Chippewa"
655,1999,9020,50,32,13,5,50,385,0.12987012987013,"MYWA","Chequamegon"
655,1997,9030,65,32,14,19,65,393,0.165394402035623,"MYWA","Chippewa"
655,2012,9090,94,52,20,22,94,556,0.169064748201439,"MYWA","Superior"
655,2000,9090,74,44,11,19,74,484,0.152892561983471,"MYWA","Superior"
657,1996,9030,29,17,3,9,29,391,0.0741687979539642,"MAWA","Chippewa"
657,1997,9090,130,79,22,29,130,487,0.26694045174538,"MAWA","Superior"
657,2009,9090,133,65,27,41,133,553,0.240506329113924,"MAWA","Superior"
657,2003,9020,26,14,5,7,26,387,0.0671834625322997,"MAWA","Chequamegon"
657,2011,9030,15,9,4,2,15,383,0.0391644908616188,"MAWA","Chippewa"
657,1997,9020,10,4,2,4,10,390,0.0256410256410256,"MAWA","Chequamegon"
657,1995,9030,19,14,3,2,19,390,0.0487179487179487,"MAWA","Chippewa"
657,2002,9020,9,7,2,0,9,390,0.0230769230769231,"MAWA","Chequamegon"
657,2001,9090,150,100,16,34,150,491,0.305498981670061,"MAWA","Superior"
657,2009,9030,8,2,3,3,8,390,0.0205128205128205,"MAWA","Chippewa"
657,2005,9020,22,9,1,12,22,383,0.0574412532637076,"MAWA","Chequamegon"
657,2013,9030,29,12,9,8,29,390,0.0743589743589744,"MAWA","Chippewa"
657,2006,9020,11,7,0,4,11,388,0.0283505154639175,"MAWA","Chequamegon"
657,1998,9090,146,79,28,39,146,486,0.300411522633745,"MAWA","Superior"
657,2008,9030,15,6,3,6,15,361,0.0415512465373961,"MAWA","Chippewa"
657,2003,9090,215,127,24,64,215,491,0.437881873727088,"MAWA","Superior"
657,2000,9020,5,3,1,1,5,375,0.0133333333333333,"MAWA","Chequamegon"
657,1999,9030,18,10,2,6,18,396,0.0454545454545455,"MAWA","Chippewa"
657,1995,9020,18,14,1,3,18,385,0.0467532467532468,"MAWA","Chequamegon"
657,2005,9030,16,14,0,2,16,389,0.0411311053984576,"MAWA","Chippewa"
657,2006,9030,15,10,2,3,15,391,0.0383631713554987,"MAWA","Chippewa"
657,1999,9090,114,82,11,21,114,487,0.234086242299795,"MAWA","Superior"
657,2008,9020,14,7,2,5,14,380,0.0368421052631579,"MAWA","Chequamegon"
657,2010,9030,4,2,2,0,4,350,0.0114285714285714,"MAWA","Chippewa"
657,1998,9030,9,6,0,3,9,383,0.0234986945169713,"MAWA","Chippewa"
657,2002,9090,266,165,54,47,266,489,0.543967280163599,"MAWA","Superior"
657,2008,9090,148,86,21,41,148,557,0.265709156193896,"MAWA","Superior"
657,1998,9020,10,4,2,4,10,387,0.0258397932816537,"MAWA","Chequamegon"
657,2013,9090,257,158,33,66,257,563,0.456483126110124,"MAWA","Superior"
657,2010,9090,91,53,13,25,91,535,0.170093457943925,"MAWA","Superior"
657,2004,9030,8,4,2,2,8,395,0.020253164556962,"MAWA","Chippewa"
657,2010,9020,7,4,0,3,7,361,0.0193905817174515,"MAWA","Chequamegon"
657,2012,9090,116,83,11,22,116,556,0.20863309352518,"MAWA","Superior"
657,2006,9090,91,67,6,18,91,475,0.191578947368421,"MAWA","Superior"
657,2001,9030,2,0,1,1,2,390,0.00512820512820513,"MAWA","Chippewa"
657,2007,9020,5,2,1,2,5,378,0.0132275132275132,"MAWA","Chequamegon"
657,1997,9030,15,6,4,5,15,393,0.0381679389312977,"MAWA","Chippewa"
657,2009,9020,14,6,1,7,14,381,0.036745406824147,"MAWA","Chequamegon"
657,1996,9020,30,11,8,11,30,391,0.0767263427109974,"MAWA","Chequamegon"
657,2004,9090,160,101,19,40,160,470,0.340425531914894,"MAWA","Superior"
657,2007,9030,9,6,1,2,9,389,0.0231362467866324,"MAWA","Chippewa"
657,2007,9090,282,142,60,80,282,487,0.579055441478439,"MAWA","Superior"
657,1999,9020,11,10,0,1,11,385,0.0285714285714286,"MAWA","Chequamegon"
657,1996,9090,167,96,28,43,167,482,0.346473029045643,"MAWA","Superior"
657,2011,9090,75,42,16,17,75,538,0.139405204460967,"MAWA","Superior"
657,2000,9090,178,111,29,38,178,484,0.367768595041322,"MAWA","Superior"
657,2002,9030,13,7,1,5,13,393,0.0330788804071247,"MAWA","Chippewa"
657,2003,9030,53,41,3,9,53,393,0.134860050890585,"MAWA","Chippewa"
657,2000,9030,9,5,2,2,9,393,0.0229007633587786,"MAWA","Chippewa"
657,1995,9090,113,91,6,16,113,488,0.23155737704918,"MAWA","Superior"
657,2004,9020,4,2,0,2,4,381,0.010498687664042,"MAWA","Chequamegon"
657,2012,9030,7,1,1,5,7,362,0.0193370165745856,"MAWA","Chippewa"
657,2005,9090,141,86,21,34,141,485,0.290721649484536,"MAWA","Superior"
657,2001,9020,7,3,2,2,7,389,0.0179948586118252,"MAWA","Chequamegon"
659,2013,9090,512,303,74,135,512,563,0.909413854351687,"CSWA","Superior"
659,2012,9030,223,144,34,45,223,362,0.616022099447514,"CSWA","Chippewa"
659,2005,9090,578,393,80,105,578,485,1.19175257731959,"CSWA","Superior"
659,1998,9020,191,116,26,49,191,387,0.493540051679587,"CSWA","Chequamegon"
659,2001,9090,676,409,100,167,676,491,1.37678207739308,"CSWA","Superior"
659,1995,9020,126,87,22,17,126,385,0.327272727272727,"CSWA","Chequamegon"
659,2004,9030,407,260,50,97,407,395,1.03037974683544,"CSWA","Chippewa"
659,2001,9030,347,226,43,78,347,390,0.88974358974359,"CSWA","Chippewa"
659,2013,9030,385,211,77,97,385,390,0.987179487179487,"CSWA","Chippewa"
659,1998,9030,270,158,44,68,270,383,0.704960835509138,"CSWA","Chippewa"
659,2011,9030,140,96,20,24,140,383,0.365535248041775,"CSWA","Chippewa"
659,1999,9020,110,82,8,20,110,385,0.285714285714286,"CSWA","Chequamegon"
659,2003,9030,449,332,53,64,449,393,1.14249363867684,"CSWA","Chippewa"
659,1998,9090,456,293,64,99,456,486,0.938271604938272,"CSWA","Superior"
659,1997,9020,160,91,28,41,160,390,0.41025641025641,"CSWA","Chequamegon"
659,1995,9030,202,137,29,36,202,390,0.517948717948718,"CSWA","Chippewa"
659,1996,9030,193,123,33,37,193,391,0.493606138107417,"CSWA","Chippewa"
659,2009,9020,179,105,31,43,179,381,0.469816272965879,"CSWA","Chequamegon"
659,2008,9030,230,126,49,55,230,361,0.637119113573407,"CSWA","Chippewa"
659,1999,9090,323,248,23,52,323,487,0.663244353182752,"CSWA","Superior"
659,2010,9020,122,80,13,29,122,361,0.337950138504155,"CSWA","Chequamegon"
659,2003,9090,549,365,74,110,549,491,1.11812627291242,"CSWA","Superior"
659,2004,9090,432,288,56,88,432,470,0.919148936170213,"CSWA","Superior"
659,2007,9020,211,130,35,46,211,378,0.558201058201058,"CSWA","Chequamegon"
659,2009,9030,300,199,43,58,300,390,0.769230769230769,"CSWA","Chippewa"
659,2010,9030,192,121,21,50,192,350,0.548571428571429,"CSWA","Chippewa"
659,2002,9020,261,173,36,52,261,390,0.669230769230769,"CSWA","Chequamegon"
659,1997,9090,353,233,53,67,353,487,0.724845995893224,"CSWA","Superior"
659,2005,9020,207,136,32,39,207,383,0.540469973890339,"CSWA","Chequamegon"
659,1996,9090,229,147,47,35,229,482,0.475103734439834,"CSWA","Superior"
659,2007,9030,330,209,43,78,330,389,0.848329048843188,"CSWA","Chippewa"
659,2000,9030,246,166,29,51,246,393,0.625954198473282,"CSWA","Chippewa"
659,2008,9090,380,234,44,102,380,557,0.682226211849192,"CSWA","Superior"
659,2002,9030,588,367,109,112,588,393,1.49618320610687,"CSWA","Chippewa"
659,2000,9090,478,312,68,98,478,484,0.987603305785124,"CSWA","Superior"
659,2003,9020,273,162,40,71,273,387,0.705426356589147,"CSWA","Chequamegon"
659,2006,9030,262,169,31,62,262,391,0.670076726342711,"CSWA","Chippewa"
659,2006,9090,426,298,44,84,426,475,0.896842105263158,"CSWA","Superior"
659,2004,9020,192,116,18,58,192,381,0.503937007874016,"CSWA","Chequamegon"
659,2001,9020,209,143,26,40,209,389,0.537275064267352,"CSWA","Chequamegon"
